date_ref,final_value,var_name,smooth_volatility
2022-01-01,2.8436664592092518,CURVA_EUR_2Y,35
2020-01-01,2.843219165050515,CURVA_EUR_10Y,25
2016-01-01,2.8431166992230477,CURVA_EUR_10Y,35
2018-01-01,2.842935867324162,EURIBOR_1M,40
2017-01-01,2.8428107144625225,CURVA_EUR_10Y,35
2024-01-01,2.842195889762071,BONO_10Y_ESP,25
2015-01-01,2.8418972782362255,FACILIDAD_DEPOSITO,25
2024-01-01,2.840447968588926,BONO_10Y_POR,25
2018-01-01,2.839949314518757,FACILIDAD_DEPOSITO,15
2021-01-01,2.838478013309995,CURVA_EUR_20Y,35
2021-01-01,2.8382041345458497,EURIBOR_12M,35
2019-01-01,2.838027649042096,EURIBOR_1M,30
2020-01-01,2.837572524051019,EURIBOR_3M,25
2019-01-01,2.837194845084134,FACILIDAD_DEPOSITO,10
2016-01-01,2.8362256115342026,FACILIDAD_DEPOSITO,20
2015-01-01,2.835222295775737,CURVA_EUR_20Y,35
2019-01-01,2.8298891723480466,CURVA_EUR_10Y,30
2019-01-01,2.829407999513635,EURIBOR_3M,40
2021-01-01,2.8286543619399658,EURIBOR_1M,10
2018-01-01,2.8280125974861967,EURIBOR_1M,35
